number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
959437,"As a Dashboard user, I want an email when a record in the Close Out Phase changes for the certain fields",".",3 - Medium,New,0 pts,"3/27/2019
Send email alert as per attached document when data changes for below fields
1. When is your Close Out Phase Finish Date? (Projected)
2. When was your Close Out Phase Finish Date? (Actual) - When Actual date is added first time.
3. What is your Close Out Phase Cost? (Projected)
4. What is your Close Out Phase Cost? (Actual) - When Actual date is added first time.","1. Perdue, Megan A. (Grant Thornton) - Apr 3, 2019, 12:21 PM
Added: attachment 149064 (20190306_Notification Non-Revise Changes_Dev Team Feedback.docx)",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
959438,"As a Dashboard user, I want an email when a record changes for the certain fields in the Project and/or Product Phase",".",3 - Medium,New,0 pts,"3/27/2019
Send email alert as per attached document when data changes for below fields
1. When is your Close Out Phase Start Date? (Projected)
2. When was your Project Phase Finish Date? (Actual) - When Actual date is added first time.
 ","1. Perdue, Megan A. (Grant Thornton) - Apr 3, 2019, 12:20 PM
Added: attachment 149063 (20190306_Notification Non-Revise Changes_Dev Team Feedback.docx)",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557218,"As a user with edit rights to a project, I want the ability to delete future/anticipated builds","Changes to user story discussed on 7/20 during backlog grooming",2 - High,Invalid,0 pts,"Acceptance Criteria:

-Project Team and VBO Oversight groups only
-Add ""Delete"" button for Future/Anticipated build grid only to allow users to delete future/anticipated builds
-Pop-up will display to confirm deletion","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
605599,"As a member of the VBO, I want to view a canned report that tracks projects that exceed 20 months in the Product Phase so that I can determine if they need to move to a new project","As a member of the VBO, I want to view a canned report that tracks projects that exceed 20 months in the Product Phase so that I can determine if they need to move to a new project",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
959430,"[Placeholder] MS Edge browser usage",".",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
845025,"Knowledge Acquisition - Analyze Source Code Management tools","Knowledge Acquisition - Analyze Source Code Management tools",3 - Medium,Invalid,0 pts,"Acceptance Criteria:

-Evaluate and compare available SCM Tools, including TFS and Git/Github
-Finalize selection of SCM tool to use based on analysis","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
729830,"As an ETS user, I want to have read only access to VIP project data so that I can conduct data analysis","Note: This should be completed before the EPMD Dashboard is shut down (05/02 requirements call with ETS group)

As an ETS user, I want to have read only access to VIP project data so that I can conduct data analysis
 
	-Provide read-only access to ETS group",4 - Low,Invalid,5 pts,"Acceptance Criteria:


Action Items:
1. Create views based on data fields sent by ETS","1. Perdue, Megan A. (Grant Thornton) - Jun 13, 2018, 1:12 PM
Added: attachment 113498 (Analysis of VIP Dashboard Phases and Screens for Data Requirements.vsd), attachment 113499 (Analysis of VIP Dashboard Phases and Screens for Data Requirements.xlsx)",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
831368,"As a VIP Dashboard user, I want the search date field labels updated in the Manage Investments page","As a VIP Dashboard user, I want the search date field labels updated in the Manage Investments page",4 - Low,New,0 pts,"Acceptance Criteria:
-

Action Items:
1. Identify what the start/end dates should be referring to
2. Suggest changing to ""Last Modified Date""","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
893589,"Technical Work - Document business rules in VIP Dashboard","Technical Work - Document business rules in VIP Dashboard",4 - Low,New,0 pts,"Acceptance Criteria:
	-Capture all fields that require business rules
	-Add business rule description for fields captured in the spreadsheet
	-Add this to the Data Field Dictionary file
	-Separate modules into different US/tasks
	-Review each module with the entire dev team as refresher on biz rules
	-Determine what is a business rules, what should be contained in this documentation?
	-Should hover texts be included?
	-What else should be included?
	-How to document after saving or after editing?
	-""This follows the revise functionality...""
	-DISCUSS FURTHER
	-Stating dependencies","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
959446,"As a Dashboard user, I want an email when a record in the Initiation Phase changes for the certain fields",".",3 - Medium,New,0 pts,"Acceptance Criteria (3/27/2019)
Send Email Alert as per attached document for below changes in data.

1. Name of Project Manager in Initiation Phase or EPS Record
2. When is your Project Phase Start Date? (Projected)
3. When is your Project Phase Finish Date? (Projected)
4. What is your Project Phase Cost? (Projected)
5. When is your Close Out Phase Finish Date? (Projected)
 ","1. Srivastava, Namrata (GovernmentCIO.) - Mar 27, 2019, 12:48 PM
Added: attachment 148122 (Notification Non-Revise Changes_Final (002).pdf)",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
959445,"IA Email alerts: Project Phase",".",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
905942,"As a Dashboard user, I want the color contrast 508 compliance issues resolved on the Dashboard","To resolve 508 compliance issues on the for color contrast",3 - Medium,New,0 pts,"Acceptance Criteria:
1. Compile complete list of coloring that needs to be changed
2. Update coloring to be in compliance with VA 508 standards","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
719912,"As a VIP Dashboard user, I would like to have the screen jump to/identify the validation errors on the screen","Very, very low priority as discussed on 04/12/2018 Sprint 13 Review",4 - Low,New,0 pts,"Acceptance Criteria:
	-Process:
	-User clicks ""Save""
	-Errors and panel appear on screen
	-User must click ""Save"" again to save the updates
	-Panel:
	-Collapsible panel
	-Right side of screen
	-Hyperlinks to error on the position on the page
	-Errors disappear from panel once the error has been resolved
	-Error messages will still display as they do now
	-Under each fieldTasks:
	-Develop mock-up for ""Error Review Panel"" (Bill)
	-May have more questions when we have mock-up","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
750442,"As a VIP Dashboard, I want to add date and cost parameters to the ""VIP Project by VIP Phase"" report","Project ID (Text Field)    
OOR (Drop Down)
FY (Drop Down)
CONGRESSIONAL PROJECT (Drop Down)
VIP PHASE (Drop Down)
INVESTMENT NAME (Drop Down)
EPS CODE (Masked Text Field)
PROJECT NAME (Text Field)
PROJECT MANAGER (Text Field)
PROJECT START DATE  - PROJECT FINISH DATE (Masked or Pop-Up Date Range)
 
 
 Â·         Cost Range Search
a.    PROJECT LIFE CYCLE COST
b.    PROJECT PHASE COST
c.    PRODUCT PHASE PLANNED COST
d.    PRODUCT PHASE PROJECTED/ACTUAL COST
e.    CLOSE OUT PHASE COST



Other Possible Parameters for Consideration:

 
c.    PROJECT PHASE START DATE
d.    PROJECT PHASE COMPLETION DATE
e.    PRODUCT PHASE START DATE
f.     PRODUCT PHASE COMPLETION DATE
g.    CLOSE OUT PHASE START DATE
h.    CLOSE OUT PHASE COMPLETION DATE",3 - Medium,Invalid,0 pts,"Acceptance Criteria:

-","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
864333,"Technical Work - Develop unit test code for the missing function calls for the entire VIP Application Service layer","Technical Work - Develop Unit Test code for the missing function calls for the entire VIP Application Service layer.",4 - Low,New,0 pts,"Task: Create list of missing unit tests for service layer (Namrata)

Acceptance Criteria:
 
	-Missing function calls within all layers (data access, business logic, and service functions) include unit tests
	-Ability to run coverage for at least 90% of code in VIP Dashboard
	-Ability to use mock for functions for input data
***Can be worked on in conjunction with refactor story
 ","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
1061232,"As a dev team member, I want to participate in Section 508 trainings so I can assess the compliance of the VIP Dashboard",".",3 - Medium,New,0 pts,"
	-Take the 07/11 VA training for ""Accessibility Tools Basics""
	-Download JAWS/screen reading tools
	-Take trainings JAWS/screen reading tools
	-Assess VIP Dashboard current compliance through regression/manual testing
	-Compile list of keyboard tabbing issues
	-Compile list of screen reading issues
	-Compile issues into User Stories
	-Update the developer guide for standards to implement for new functionalities
Notes:
 
	-Testing tools must be TRM-approved
	-http://vaww.section508.va.gov/SECTION508/Audit_Tools_Resources.asp
	- ","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
624089,"As an OMB Administrator, I want to view errors provided by the Federal IT Dashboard so that I can correct them","As an OMB Administrator, I want to view errors provided by the Federal IT Dashboard so that I can correct them",2 - High,Invalid,2 pts,"Acceptance Criteria:

-Enabled for VBO Oversight and OMB Submission Admin groups
-Ability to view errors in a text file by clicking on the red exclamation marks under ""ITDB Test"" and ""ITDB Submission"" columns
-Ability to view errors provided by the Federal ITDB in a separate tab","",Major,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
922040,"Technical Work - Complete test automation for adding an EPS record","Technical Work - Complete test automation for an EPS record",3 - Medium,New,5 pts,"Acceptance Criteria:
	-Automate the following for an EPS record: Initial EPS, Project Information, and Funding Information
	-Convert Rational test scripts into automation scripts
Part One: Initial EPS, Project Information, and Funding Information
Part Two: View modes, Edit mode, Multi-Copy, Multi-Edit, deleting an EPS record, Multi-Delete
 ","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
